0	9	21
1	5255	9
2	6943	9
3	2038	12
4	17693	6
5	492	12
6	1185	15
7	10499	8
8	485	15
10	5257	6
11	337	10
12	6845	6
13	6843	9
14	4790	9
15	4805	9
16	17505	6
17	1905	13
18	1287	11
19	10504	6
20	8165	9
21	11814	8
22	201	15
23	20332	7
24	8039	9
25	2627	13
26	16884	6
27	5686	9
28	6628	9
29	6630	6
30	17513	6
31	19845	6
32	15113	6
33	18175	6
34	20560	7
35	2357	10
36	3464	9
37	730	12
38	524	7
39	5272	9
40	15906	6
41	1715	12
42	10389	6
43	3210	11
44	12913	5
45	1902	13
46	2593	13
47	11575	9
48	7632	9
49	7524	9
50	7535	9
51	7627	9
52	7623	9
53	295	17
54	22263	4
55	20729	7
56	17517	6
57	17784	6
58	13994	6
59	1953	12
60	6942	4
61	6629	6
62	3442	8
63	241	10
64	8700	8
65	1546	12
66	720	13
67	6299	6
68	7235	7
69	462	10
70	25753	4
71	5746	6
72	7687	9
73	2530	8
74	21684	4
75	6102	9
76	5538	9
77	5536	9
78	17521	6
79	6794	6
80	11873	9
81	8691	6
82	1169	12
83	10720	9
84	177	18
85	7205	9
86	5067	9
87	14433	7
88	19847	6
89	1605	12
90	18197	6
91	1939	10
92	7971	8
93	681	15
94	5880	9
95	17033	6
96	5344	9
97	1138	15
98	7134	9
99	10475	9
100	7615	6
101	11014	7
102	8536	7
103	18759	7
104	15128	6
105	18434	6
106	15861	6
107	19439	6
108	23429	4
109	12532	6
110	11738	7
111	3252	6
112	8096	7
113	8099	7
114	1403	13
115	5534	7
116	7796	6
117	7794	9
118	19869	6
119	2299	13
120	10187	9
122	16095	6
123	17502	6
124	5569	7
125	2755	12
126	12443	6
127	4592	11
128	13303	4
129	10511	6
130	709	12
131	13000	4
132	1908	13
133	4681	9
134	7705	9
135	13077	6
136	5559	6
137	7911	9
138	6478	9
139	3489	9
140	434	15
141	452	15
142	2496	10
143	10705	9
144	8401	6
145	1267	10
146	5597	9
147	9408	7
148	801	9
149	7428	7
150	2762	12
151	11416	8
152	13983	6
153	2953	12
154	13808	6
155	13811	6
156	2707	8
157	8835	9
158	10665	9
159	14201	6
160	1617	12
161	3333	12
162	5923	9
163	4049	8
164	19323	6
165	843	12
166	2415	13
167	7149	7
168	5558	9
169	1818	15
170	16853	6
171	12504	6
172	1543	10
173	12654	6
174	10144	6
175	14411	6
176	774	12
178	7221	6
179	7219	6
180	14937	6
181	1301	12
182	17525	6
183	19498	6
184	15653	6
185	9928	9
186	9008	6
187	805	10
188	9695	9
189	9697	9
190	984	13
191	11391	9
192	6479	9
193	747	19
194	18461	6
195	1201	12
196	10309	7
197	8191	9
198	16971	7
199	796	13
200	2190	15
202	16589	6
203	836	12
204	7308	6
205	3615	8
206	3418	10
207	7334	6
208	20669	7
209	2156	13
210	7738	7
211	8876	9
212	8051	9
213	11830	9
214	626	8
215	1306	15
216	4453	8
217	7813	7
218	18785	7
219	20913	4
220	7273	9
221	10485	9
222	2128	11
223	18179	4
224	13820	6
225	3234	12
226	1475	15
227	9078	4
228	2420	10
229	18915	6
230	12149	7
231	4280	10
232	10777	9
233	799	13
234	4966	6
235	2145	12
236	983	13
237	24701	4
238	9751	6
239	9395	7
240	15916	6
242	918	7
243	5683	6
244	14396	6
245	6563	9
246	13984	6
247	10965	6
248	12076	6
249	8199	6
250	12920	6
251	7521	9
252	13767	6
253	13762	6
254	10716	6
255	10714	6
256	9266	6
257	1830	10
258	1520	10
259	15338	7
260	6944	9
261	3547	6
262	697	13
263	6269	7
264	12064	8
265	18172	6
266	9003	6
267	15989	6
268	1842	9
269	9864	4
270	11481	9
271	5670	9
272	281	12
273	8583	6
274	10537	6
275	18368	6
276	7138	7
277	14936	6
278	6795	9
279	669	10
280	14002	6
282	5896	9
283	5899	9
284	13981	6
285	2628	10
286	24321	4
287	13629	6
288	13476	6
289	14578	6
291	10545	6
292	7327	7
293	7616	9
294	7540	9
296	5311	6
297	15196	6
298	8072	6
299	12237	4
300	16040	6
301	5705	6
302	13632	6
303	7663	7
304	12672	6
305	776	8
306	20655	6
307	19736	4
308	1300	13
309	19007	7
310	16767	6
311	1614	10
312	1909	15
313	19339	6
314	19946	5
315	15091	6
316	3242	11
317	25734	4
318	6290	7
319	1284	6
320	7792	7
321	23285	5
322	11473	6
323	5689	9
324	7775	7
325	14595	6
326	14809	7
327	9384	9
328	12445	7
329	6165	9
330	9373	9
331	987	14
332	3187	10
333	16656	6
334	5914	7
335	1811	11
336	7422	6
338	7903	8
339	2942	8
340	18581	6
341	1641	10
342	20533	4
343	10601	9
344	14825	6
345	3400	10
346	3124	10
347	5047	6
348	16779	6
349	16781	6
350	4523	11
351	9181	9
352	20631	6
353	8640	9
354	10342	6
355	6668	6
356	17604	6
357	5717	7
358	6893	9
359	16050	4
360	9763	9
361	7795	5
362	18644	6
363	13803	6
364	4108	6
365	20723	4
366	6804	5
367	6918	5
368	14967	6
369	464	10
370	2883	10
371	4253	8
372	3686	11
373	8210	7
374	2186	10
375	8009	6
376	18370	6
377	18351	6
378	3173	8
379	10776	6
380	3502	10
381	1196	10
382	10521	6
383	11863	6
384	12348	6
385	17019	6
386	17041	6
387	12679	6
388	2954	10
389	757	8
390	5146	6
391	18383	6
392	15147	6
393	7443	6
394	17889	6
395	955	10
396	23824	4
397	15877	6
398	9849	9
399	9850	6
400	14414	4
401	2576	9
402	8497	6
403	3198	11
404	976	10
405	5216	9
406	473	13
407	17011	6
408	7491	5
409	18911	4
410	5884	6
411	4027	8
412	7511	8
413	2705	11
414	11386	9
415	11309	9
416	7952	9
417	24967	4
418	9882	7
419	21396	4
420	8687	6
421	18623	6
422	1733	13
423	7316	6
424	14493	6
425	4436	6
426	21575	4
427	7375	9
428	11512	7
429	10857	7
430	6434	4
431	11243	6
432	7749	6
433	1419	13
436	4791	9
437	6254	9
438	8382	6
439	8386	9
440	12808	7
441	10640	9
443	19545	6
444	11265	9
445	23517	4
446	1670	10
447	3101	8
448	7854	9
449	7848	6
450	1359	6
451	602	15
453	5271	6
454	15012	6
455	15014	6
456	2630	9
457	20097	7
458	7742	9
459	8894	9
460	10945	6
461	13076	6
463	23119	4
465	18180	4
466	6787	9
467	19541	7
468	4833	9
469	8221	9
470	16090	6
471	5749	6
472	3612	11
474	15895	6
475	15892	6
476	2149	11
477	8181	8
478	1057	6
479	8474	9
480	11210	7
481	19156	7
482	1771	12
483	9613	9
484	7252	9
486	1560	11
487	2917	9
488	9639	9
489	5267	6
490	17406	6
491	17409	6
493	6945	5
494	6940	9
495	6631	9
496	5406	6
497	15894	6
498	9645	6
499	555	15
500	8580	9
501	2462	10
502	17472	4
503	2158	13
504	22781	4
505	23987	4
506	6721	6
507	1488	11
508	15465	6
509	6226	9
510	7533	9
511	22098	4
512	18102	6
513	20720	4
514	18426	6
515	18429	6
516	1677	10
517	1672	10
518	5935	9
519	6179	9
520	11773	7
521	1319	13
522	13997	6
523	2277	8
525	5274	7
526	608	12
527	9050	6
528	8104	9
529	2845	9
530	4820	9
531	2799	9
532	537	15
533	18703	7
534	10565	7
535	10815	5
536	7723	9
538	1351	9
539	1353	9
540	2827	6
541	4831	9
542	20647	6
543	21108	4
544	3287	5
545	2364	9
546	9345	7
547	5471	6
548	17520	6
549	1787	11
550	22395	4
551	940	6
552	7508	6
553	7519	6
554	5269	9
556	4915	9
557	4917	6
558	2652	10
559	24609	4
560	8222	9
561	9161	6
562	18912	7
563	4945	6
564	15411	6
565	4965	4
566	7275	6
567	18439	4
568	7604	9
569	8633	9
570	5925	9
571	734	15
572	4459	12
573	8202	6
574	8201	6
575	1676	9
576	9301	8
577	5861	6
578	4926	9
579	17653	6
580	8189	9
581	14138	6
582	784	15
583	6889	9
584	6862	4
585	6673	9
586	6856	6
587	6854	9
588	6703	9
589	5685	6
590	16008	7
591	18154	6
592	16850	6
593	6257	9
594	13621	6
595	3254	10
596	901	9
597	7220	9
598	23125	4
599	18462	6
600	1205	6
601	11793	4
603	18157	6
604	11317	6
605	22213	4
606	25421	4
607	965	12
609	20890	4
610	5173	9
611	9945	9
612	9944	6
613	8734	6
614	7388	6
615	1096	6
616	7840	9
617	13534	4
618	9010	4
619	3413	6
620	1036	9
621	4901	8
622	18418	4
623	5235	9
624	10069	4
625	18423	6
627	7229	4
628	6301	9
629	6298	6
630	5228	6
631	3869	8
632	8110	6
633	10890	6
634	5045	9
635	5042	9
637	8689	9
638	13302	4
639	17584	6
640	4272	10
641	2828	8
642	6831	9
643	17591	4
644	16858	6
645	7820	8
646	4574	6
647	6331	9
648	7630	9
649	17817	6
650	4030	9
651	9021	5
652	6884	6
653	6883	4
654	7262	9
655	7432	6
656	21762	4
657	8107	6
658	5716	6
659	5715	9
660	2267	12
661	15963	6
662	14195	6
663	2523	10
664	18527	6
665	18529	6
666	12403	6
667	2078	15
668	19507	6
670	7256	9
671	5256	9
672	1959	12
673	6245	6
674	6237	9
675	19609	4
676	5627	6
677	5526	6
678	19037	5
679	24335	5
680	19115	6
682	5174	9
683	8735	9
684	1958	6
685	16841	6
686	3021	4
687	9070	8
688	2678	13
689	19263	7
690	6239	9
691	6236	9
692	9317	9
693	9315	9
694	7972	9
695	2879	4
696	8388	6
698	1724	9
699	7118	9
700	8882	7
701	8035	9
702	7135	6
703	7145	6
704	13649	4
705	3912	9
706	24339	5
707	5245	6
708	14410	6
710	8237	9
711	2969	8
712	6825	6
713	17589	6
714	14959	6
715	22653	4
716	13385	7
717	919	9
718	10115	9
719	7310	9
721	6297	7
722	2861	8
723	1328	13
724	10096	9
725	6682	7
726	1609	4
727	4444	4
728	8678	6
729	11876	7
731	10812	9
732	2702	6
733	9713	6
735	5921	9
736	15165	6
737	10157	6
738	8462	9
739	1916	9
740	2915	6
741	22073	4
742	1348	6
743	3393	6
744	3335	6
745	13757	6
746	8963	7
748	7565	9
749	2382	7
750	13294	7
751	8885	7
752	1033	13
753	15047	6
754	3888	10
755	7548	9
756	15114	4
758	9653	6
759	851	12
760	12090	6
761	1503	13
762	18291	6
763	8944	4
764	9138	6
765	1738	10
766	18707	4
767	5602	6
768	11249	6
769	923	15
770	8182	6
771	3450	11
772	16337	6
773	4038	4
775	20262	7
777	7709	8
778	1548	8
779	21730	5
780	11914	6
781	15145	6
782	2362	6
783	25221	4
785	6649	9
786	3382	6
787	2859	10
788	5410	9
789	9308	9
790	11421	6
791	17666	6
792	7165	6
793	7393	9
794	7420	9
795	9603	9
797	7246	9
798	7442	6
800	7263	4
802	25200	4
803	2050	6
804	5097	4
806	3941	7
807	11892	9
808	9525	9
809	9517	6
810	1346	11
811	3801	9
812	5719	9
813	5721	6
814	1946	6
815	1183	4
816	4935	7
817	7581	6
818	5723	9
819	3396	9
820	6686	9
821	6853	9
822	20038	6
823	7782	9
824	7815	9
825	7800	6
826	16683	6
827	16383	6
828	17928	6
829	4769	9
830	1698	16
831	24742	4
832	14527	4
833	11927	6
834	837	12
835	1693	10
838	4788	6
839	15742	6
840	1586	9
841	6967	9
842	13295	4
845	4798	9
846	8509	6
847	10771	7
848	17024	6
849	6403	9
850	23231	4
852	10920	6
853	7083	8
854	9777	7
855	11053	7
856	10353	9
857	6876	9
858	8286	8
859	8934	6
860	8449	6
861	8935	6
862	21476	4
863	1448	9
864	7711	6
865	4814	9
866	22712	4
867	17084	4
868	4000	6
869	11445	6
870	2440	9
871	8498	9
872	5470	6
873	9978	6
874	17696	6
875	1730	15
876	23915	4
877	1967	12
878	8200	9
879	9556	4
880	17419	7
881	1903	7
883	3865	8
884	5874	9
885	12650	6
886	19549	7
887	13625	7
888	18584	6
889	18591	6
890	6919	7
891	10383	6
892	13437	6
894	1975	6
895	3329	6
