0	12	2
0	40	4
0	53	2
0	63	2
1	43	4
1	52	2
1	102	4
2	33	2
2	64	7
2	83	4
3	32	2
3	33	2
3	53	2
3	62	2
3	63	2
4	22	2
5	17	2
6	61	4
6	141	2
6	168	3
6	195	4
7	65	4
7	82	2
7	106	2
7	194	2
8	20	2
8	88	2
8	117	3
9	86	4
9	97	3
10	157	2
11	81	6
12	28	4
12	70	4
12	128	3
13	39	2
13	50	2
13	85	3
13	153	6
14	58	2
14	59	3
14	130	6
14	138	2
15	67	2
15	101	2
15	115	2
15	121	2
15	130	2
16	19	2
16	136	2
16	159	4
17	22	4
17	122	7
18	36	8
19	137	2
19	158	4
20	30	3
20	54	2
20	89	2
20	94	2
20	96	2
21	30	6
21	89	3
21	107	2
21	208	2
22	123	4
23	100	6
23	127	2
23	142	2
23	181	3
24	51	3
24	99	2
25	72	3
25	131	2
26	66	2
26	135	3
27	51	2
27	73	3
28	71	4
28	185	3
29	42	6
29	185	2
29	187	3
30	141	2
30	155	2
30	209	2
31	46	3
31	55	2
31	60	6
31	123	2
31	125	2
32	41	4
33	40	2
34	55	2
34	77	5
35	119	2
35	166	2
35	207	3
37	55	2
37	119	2
37	192	4
38	50	3
38	124	4
39	197	2
40	64	2
40	203	3
41	52	2
41	83	3
41	203	2
42	184	3
42	191	2
42	205	2
43	53	2
43	103	5
43	110	2
44	48	2
44	69	4
44	109	3
45	132	4
45	179	7
47	60	3
48	132	2
49	68	3
49	101	2
49	178	2
52	190	2
52	202	2
53	62	2
54	60	2
54	97	2
54	118	4
55	57	2
55	97	2
56	76	2
56	94	2
57	76	3
57	87	2
58	67	3
59	78	2
61	140	2
61	177	3
61	194	4
62	82	2
63	122	2
65	82	3
65	96	2
66	121	3
67	130	2
68	126	6
69	108	3
70	204	2
71	185	2
71	186	3
74	98	3
74	135	2
74	182	2
75	148	3
75	192	2
76	95	2
76	154	2
77	94	2
77	164	2
79	160	3
79	197	2
80	85	6
82	107	2
83	87	2
84	153	3
84	163	6
86	96	5
86	202	2
87	90	3
87	167	4
91	167	3
93	161	3
95	97	2
95	164	2
99	106	3
100	143	2
101	127	4
103	184	2
104	118	3
105	193	3
106	148	2
107	156	3
114	179	2
119	165	3
120	134	4
121	139	2
125	155	2
131	133	8
132	178	4
135	138	2
140	169	3
140	196	2
141	176	3
148	196	2
149	154	2
149	155	3
149	166	2
152	162	6
156	183	2
165	193	4
172	202	3
184	203	2
193	195	2
