0	40	4
1	102	4
2	64	7
3	63	2
6	195	4
7	65	4
8	117	3
9	97	3
10	157	2
11	81	6
12	128	3
13	153	6
14	130	6
15	115	2
16	159	4
17	122	7
18	36	8
19	158	4
20	89	2
21	30	6
22	123	4
23	100	6
24	51	3
25	72	3
26	135	3
27	73	3
28	185	3
29	42	6
31	60	6
32	41	4
34	77	5
35	207	3
37	192	4
38	124	4
39	197	2
43	103	5
44	109	3
45	179	7
52	190	2
53	62	2
54	118	4
55	57	2
56	94	2
58	67	3
59	78	2
61	194	4
66	121	3
68	126	6
69	108	3
70	204	2
71	186	3
74	98	3
75	148	3
76	154	2
79	160	3
80	85	6
82	107	2
84	163	6
86	96	5
87	90	3
91	167	3
93	161	3
95	164	2
99	106	3
101	127	4
105	193	3
119	165	3
120	134	4
125	155	2
131	133	8
132	178	4
140	169	3
141	176	3
149	166	2
152	162	6
156	183	2
172	202	3
184	203	2
totalweight = 292
0.025291
